"ID","Opportunity Name","AccountId","Amount","Close Date","Stage","Product","Sales Agent","Opportunity_ID__c","STATUS"
"006i80000007PSxAAM","Codehow - GTX Basic","001i8000001ALqaAAG","507.0","2017-04-11","Closed Won","GTX Basic","Gladys Colclough","6RQCLF28","Item Created"
"006i80000007PSyAAM","Konex - GTX Basic","001i8000001AkfoAAC","0.0","2017-04-14","Closed Lost","GTX Basic","James Ascencio","T8WC5X1B","Item Created"
"006i80000007PSzAAM","Fasehatice - GTX Pro","001i8000001AkfSAAS","5693.0","2017-04-09","Closed Won","GTX Pro","James Ascencio","HO6M5P37","Item Created"
"006i80000007PT0AAM","Fasehatice - GTX Plus Basic","001i8000001AkfSAAS","0.0","2017-04-14","Closed Lost","GTX Plus Basic","Kami Bicknell","0J21WQH1","Item Created"
"006i80000007PT1AAM","Labdrill - GTX Basic","001i8000001AkfqAAC","0.0","2017-04-03","Closed Lost","GTX Basic","Kary Hendrixson","N88UFF5K","Item Created"
"006i80000007PT2AAM","Cheers - GTX Basic","001i8000001ALqZAAW","488.0","2017-04-10","Closed Won","GTX Basic","Kary Hendrixson","OV08QE7X","Item Created"
"006i80000007PT3AAM","Rantouch - GTX Basic","001i8000001Akg2AAC","605.0","2017-05-20","Closed Won","GTX Basic","Kary Hendrixson","WJLJIWYS","Item Created"
"006i80000007PT4AAM","Xx-holding - GTX Plus Pro","001i8000001AkgLAAS","0.0","2017-05-15","Closed Lost","GTX Plus Pro","Markita Hansen","QJ25CASO","Item Created"
"006i80000007PT5AAM","Funholding - GTX Plus Basic","001i8000001AkfWAAS","949.0","2017-04-11","Closed Won","GTX Plus Basic","Marty Freudenburg","GJQXUDI3","Item Created"
"006i80000007PT6AAM","Faxquote - GTX Plus Basic","001i8000001AkfTAAS","882.0","2017-04-04","Closed Won","GTX Plus Basic","Maureen Marcano","OOGOZGGV","Item Created"
"006i80000007PT7AAM","Goodsilron - GTX Plus Basic","001i8000001AkfdAAC","1096.0","2017-06-22","Closed Won","GTX Plus Basic","Maureen Marcano","C9XJ9KHD","Item Created"
"006i80000007PT8AAM","Donware - GTX Basic","001i8000001AkfRAAS","0.0","2017-04-10","Closed Lost","GTX Basic","Reed Clapper","IWAKTMEB","Item Created"
"006i80000007PT9AAM","Donware - GTX Basic","001i8000001AkfRAAS","572.0","2017-08-04","Closed Won","GTX Basic","Reed Clapper","AKT5EF0X","Item Created"
"006i80000007PTAAA2","Bluth Company - MG Advanced","001i8000001ALqWAAW","0.0","2017-04-07","Closed Lost","MG Advanced","Rosie Papadopoulos","89064N0X","Item Created"
"006i80000007PTBAA2","Kinnamplus - GTX Pro","001i8000001AkfnAAC","3731.0","2017-04-12","Closed Won","GTX Pro","Rosie Papadopoulos","V7YVW4U0","Item Created"
"006i80000007P06AAE","Konmatfix - MG Special","001i8000001AkfpAAC","0.0","2017-04-12","Closed Lost","MG Special","Versie Hillebrand","TBJ99S41","Item Created"
"006i80000007P07AAE","Hottechi - GTX Plus Basic","001i8000001AQMaAAO","1214.0","2017-06-13","Closed Won","GTX Plus Basic","Zane Levy","QWLH0WD8","Item Created"
"006i80000007P08AAE","Sunnamplex - GTX Pro","001i8000001AkgEAAS","4444.0","2017-04-03","Closed Won","GTX Pro","Zane Levy","JZTX4MXK","Item Created"
"006i80000007P09AAE","Rangreen - GTX Basic","001i8000001Akg1AAC","524.0","2017-06-27","Closed Won","GTX Basic","Anna Snelling","4AHNCJ2Y","Item Created"
"006i80000007P0AAAU","Bubba Gump - GTX Plus Basic","001i8000001ALqXAAW","997.0","2017-05-20","Closed Won","GTX Plus Basic","Cassey Cress","JK75NQBD","Item Created"
"006i80000007P0BAAU","Betasoloin - MG Advanced","001i8000001ALqRAAW","2794.0","2017-04-10","Closed Won","MG Advanced","Corliss Cosme","U1BDEL90","Item Created"
"006i80000007P0CAAU","Rangreen - MG Special","001i8000001Akg1AAC","53.0","2017-04-09","Closed Won","MG Special","Darcel Schlecht","A9C9YCSN","Item Created"
"006i80000007P0DAAU","Globex Corporation - MG Advanced","001i8000001AkfaAAC","3141.0","2017-04-13","Closed Won","MG Advanced","Darcel Schlecht","524GC3WL","Item Created"
"006i80000007P0EAAU","Silis - MG Special","001i8000001Akg7AAC","0.0","2017-04-15","Closed Lost","MG Special","Donn Cantrell","T4ZW6SS4","Item Created"
"006i80000007P0FAAU","Bioplex - GTX Plus Basic","001i8000001ALqUAAW","1109.0","2017-06-26","Closed Won","GTX Plus Basic","Donn Cantrell","FH4VP5CL","Item Created"
"006i80000007P0GAAU","Iselectrics - GTX Plus Pro","001i8000001AkfkAAC","5691.0","2017-04-14","Closed Won","GTX Plus Pro","Donn Cantrell","K9MMOXUC","Item Created"
"006i80000007P0HAAU","Nam-zim - MG Special","001i8000001AkfuAAC","52.0","2017-04-07","Closed Won","MG Special","Elease Gluck","LV5SEMZQ","Item Created"
"006i80000007P0IAAU","Hottechi - MG Special","001i8000001AQMaAAO","0.0","2017-04-10","Closed Lost","MG Special","Gladys Colclough","50B2JN7F","Item Created"
"006i80000007P0JAAU","Betatech - GTX Basic","001i8000001ALqSAAW","532.0","2017-04-05","Closed Won","GTX Basic","Gladys Colclough","JXS3KFKM","Item Created"
"006i80000007P0KAAU","Isdom - GTX Pro","001i8000001AkfjAAC","5615.0","2017-04-04","Closed Won","GTX Pro","Gladys Colclough","QODSAVWU","Item Created"
"006i80000007P0LAAU","Goodsilron - GTX Basic","001i8000001AkfdAAC","0.0","2017-04-04","Closed Lost","GTX Basic","James Ascencio","UH3P961U","Item Created"
"006i80000007P0MAAU","Faxquote - GTX Pro","001i8000001AkfTAAS","0.0","2017-05-26","Closed Lost","GTX Pro","Kami Bicknell","3BQTRX5Y","Item Created"
"006i80000007P0NAAU","J-Texon - GTX Basic","001i8000001AkflAAC","565.0","2017-04-12","Closed Won","GTX Basic","Kami Bicknell","YTL8VNGT","Item Created"
"006i80000007P0OAAU","Ron-tech - GTX Basic","001i8000001Akg3AAC","0.0","2017-04-11","Closed Lost","GTX Basic","Lajuana Vencill","BL4SKUCN","Item Created"
"006i80000007P0PAAU","Green-Plus - GTX Basic","001i8000001AkfeAAC","550.0","2017-07-02","Negotiation/Review","GTX Basic","Markita Hansen","8TRT2HNF","Item Created"
"006i80000007P0QAAU","Iselectrics - GTX Basic","001i8000001AkfkAAC","550.0","2017-07-02","Negotiation/Review","GTX Basic","Markita Hansen","ZLN48IIP","Item Created"
"006i80000007P0RAAU","Gekko & Co - GTX Pro","001i8000001AkfYAAS","0.0","2017-04-05","Closed Lost","GTX Pro","Reed Clapper","W355HYRD","Item Created"
"006i80000007P0SAAU","Yearin - GTX Pro","001i8000001AkgOAAS","3991.0","2017-04-14","Closed Won","GTX Pro","Reed Clapper","5UE0TE1R","Item Created"
"006i80000007P0TAAU","Kinnamplus - GTX Pro","001i8000001AkfnAAC","5763.0","2017-05-20","Closed Won","GTX Pro","Rosie Papadopoulos","RFNRVNXJ","Item Created"
"006i80000007P0UAAU","Conecom - MG Special","001i8000001AkfKAAS","0.0","2017-04-14","Closed Lost","MG Special","Versie Hillebrand","UTZDDOU7","Item Created"
"006i80000007P0VAAU","Cheers - MG Advanced","001i8000001ALqZAAW","0.0","2017-04-11","Closed Lost","MG Advanced","Vicki Laflamme","2ZXKC707","Item Created"
"006i80000007P0WAAU","J-Texon - GTX Basic","001i8000001AkflAAC","456.0","2017-04-15","Closed Won","GTX Basic","Vicki Laflamme","VNCFE4LQ","Item Created"
"006i80000007P0XAAU","Bluth Company - MG Special","001i8000001ALqWAAW","0.0","2017-04-05","Closed Lost","MG Special","Wilburn Farren","28QWFYSP","Item Created"
"006i80000007P0YAAU","Domzoom - GTX Basic","001i8000001AkfNAAS","582.0","2017-04-11","Closed Won","GTX Basic","Anna Snelling","VIV0OXU6","Item Created"
"006i80000007P0ZAAU","Domzoom - MG Special","001i8000001AkfNAAS","59.0","2017-04-12","Closed Won","MG Special","Anna Snelling","KVF0HK8S","Item Created"
"006i80000007P0aAAE","Donquadtech - MG Advanced","001i8000001AkfPAAS","3259.0","2017-04-09","Closed Won","MG Advanced","Boris Faz","JLT2LLR3","Item Created"
"006i80000007P0bAAE","Ganjaflex - GTX Basic","001i8000001AkfXAAS","0.0","2017-05-10","Closed Lost","GTX Basic","Corliss Cosme","2LF1TSPZ","Item Created"
"006i80000007P0cAAE","Kan-code - GTX Plus Basic","001i8000001AkfmAAC","0.0","2017-04-11","Closed Lost","GTX Plus Basic","Corliss Cosme","FBJHTF91","Item Created"
"006i80000007P0dAAE","Vehement Capital Partners - GTX Basic","001i8000001AkgJAAS","593.0","2017-04-11","Closed Won","GTX Basic","Corliss Cosme","Z50GQV8I","Item Created"
"006i80000007P0eAAE","Plussunin - GTX Pro","001i8000001Akg0AAC","5197.0","2017-06-26","Closed Won","GTX Pro","Corliss Cosme","O2CPAAF0","Item Created"
"006i80000007P0fAAE","dambase - GTX Pro","001i8000001AkfMAAS","0.0","2017-04-15","Closed Lost","GTX Pro","Darcel Schlecht","CEOTU8PX","Item Created"
"006i80000007P0gAAE","Konmatfix - GTX Pro","001i8000001AkfpAAC","0.0","2017-06-21","Closed Lost","GTX Pro","Darcel Schlecht","2S3DHZFO","Item Created"
"006i80000007P0hAAE","Statholdings - MG Special","001i8000001AkgBAAS","0.0","2017-04-12","Closed Lost","MG Special","Darcel Schlecht","ZE1ZKD7Q","Item Created"
"006i80000007P0iAAE","Finhigh - MG Advanced","001i8000001AkfUAAS","3031.0","2017-06-18","Closed Won","MG Advanced","Darcel Schlecht","Y9XOOWHS","Item Created"
"006i80000007P0jAAE","Gekko & Co - GTX Pro","001i8000001AkfYAAS","0.0","2017-04-15","Closed Lost","GTX Pro","Donn Cantrell","5FIGO7XN","Item Created"
"006i80000007P0kAAE","Zencorporation - GTX Pro","001i8000001AkgQAAS","5244.0","2017-05-25","Closed Won","GTX Pro","Donn Cantrell","EFO8XWXE","Item Created"
"006i80000007P0lAAE","Green-Plus - MG Special","001i8000001AkfeAAC","0.0","2017-04-10","Closed Lost","MG Special","Elease Gluck","62R8ERQ0","Item Created"
"006i80000007P0mAAE","Ontomedia - GTX Plus Pro","001i8000001AkfwAAC","5946.0","2017-06-20","Closed Won","GTX Plus Pro","Garret Kinder","HYCELUAD","Item Created"
"006i80000007P0nAAE","Golddex - GTX Plus Basic","001i8000001AkfcAAC","0.0","2017-04-08","Closed Lost","GTX Plus Basic","Hayden Neloms","MJZP9WYC","Item Created"
"006i80000007P0oAAE","Labdrill - GTX Plus Pro","001i8000001AkfqAAC","0.0","2017-04-11","Closed Lost","GTX Plus Pro","James Ascencio","JNYS6BIJ","Item Created"
"006i80000007P0pAAE","Singletechno - GTX Pro","001i8000001Akg8AAC","4335.0","2017-06-06","Closed Won","GTX Pro","James Ascencio","LUT9KYJA","Item Created"
"006i80000007P0qAAE","Finhigh - GTX Plus Pro","001i8000001AkfUAAS","0.0","2017-04-06","Closed Lost","GTX Plus Pro","Jonathan Berthelot","DIWC1AHU","Item Created"
"006i80000007P0rAAE","Konmatfix - GTX Pro","001i8000001AkfpAAC","5063.0","2017-04-06","Closed Won","GTX Pro","Jonathan Berthelot","ILYP3YGW","Item Created"
"006i80000007P0sAAE","Streethex - GTX Pro","001i8000001AkgCAAS","5032.0","2017-04-10","Closed Won","GTX Pro","Jonathan Berthelot","0XC4DR3F","Item Created"
"006i80000007P0tAAE","Labdrill - GTX Pro","001i8000001AkfqAAC","4398.0","2017-05-31","Closed Won","GTX Pro","Kami Bicknell","3ZM8BJQO","Item Created"
"006i80000007P0uAAE","Scotfind - GTX Pro","001i8000001Akg5AAC","4449.0","2017-04-06","Closed Won","GTX Pro","Kami Bicknell","AM5J5QPK","Item Created"
"006i80000007P0vAAE","Blackzim - GTX Plus Pro","001i8000001ALqVAAW","0.0","2017-05-10","Closed Lost","GTX Plus Pro","Kary Hendrixson","DRFUPEOU","Item Created"
"006i80000007P0wAAE","Treequote - GTX Basic","001i8000001AkgHAAS","0.0","2017-04-06","Closed Lost","GTX Basic","Lajuana Vencill","I19TOSXS","Item Created"
"006i80000007P0xAAE","Isdom - MG Advanced","001i8000001AkfjAAC","0.0","2017-04-15","Closed Lost","MG Advanced","Lajuana Vencill","DWO4HD34","Item Created"
"006i80000007P0yAAE","Funholding - MG Special","001i8000001AkfWAAS","50.0","2017-05-31","Closed Won","MG Special","Lajuana Vencill","4YH4JR1Q","Item Created"
"006i80000007P0zAAE","Goodsilron - GTX Basic","001i8000001AkfdAAC","605.0","2017-06-03","Closed Won","GTX Basic","Markita Hansen","NUA0OE6Z","Item Created"
"006i80000007P10AAE","Scotfind - MG Special","001i8000001Akg5AAC","57.0","2017-04-08","Closed Won","MG Special","Markita Hansen","GDOHDB6U","Item Created"
"006i80000007P11AAE","Cheers - MG Advanced","001i8000001ALqZAAW","2882.0","2017-06-10","Closed Won","MG Advanced","Markita Hansen","I58DG1XE","Item Created"
"006i80000007P12AAE","Gogozoom - MG Advanced","001i8000001AkfbAAC","3011.0","2017-06-05","Closed Won","MG Advanced","Marty Freudenburg","YA3O04NX","Item Created"
"006i80000007P13AAE","Rantouch - GTX Plus Basic","001i8000001Akg2AAC","1181.0","2017-04-11","Closed Won","GTX Plus Basic","Maureen Marcano","C2X9D7JO","Item Created"
"006i80000007P14AAE","Betatech - GTX Plus Basic","001i8000001ALqSAAW","1067.0","2017-06-11","Closed Won","GTX Plus Basic","Niesha Huffines","SBLP2LJB","Item Created"
"006i80000007P15AAE","Donquadtech - GTX Basic","001i8000001AkfPAAS","0.0","2017-04-13","Closed Lost","GTX Basic","Reed Clapper","3CWKBXEN","Item Created"
"006i80000007P16AAE","Initech - GTX Basic","001i8000001AkfhAAC","0.0","2017-04-09","Closed Lost","GTX Basic","Reed Clapper","ZG82F4GH","Item Created"
"006i80000007P17AAE","Isdom - MG Special","001i8000001AkfjAAC","54.0","2017-04-06","Closed Won","MG Special","Versie Hillebrand","64KS4KGN","Item Created"
"006i80000007P18AAE","Plexzap - GTX Basic","001i8000001AkfyAAC","564.0","2017-06-29","Closed Won","GTX Basic","Zane Levy","637HKAFD","Item Created"
"006i80000007P19AAE","Conecom - GTX Plus Basic","001i8000001AkfKAAS","0.0","2017-04-06","Closed Lost","GTX Plus Basic","Anna Snelling","U9E3G8UT","Item Created"
"006i80000007P1AAAU","Betatech - MG Special","001i8000001ALqSAAW","57.0","2017-04-14","Closed Won","MG Special","Anna Snelling","FB1AO8SL","Item Created"
"006i80000007P1BAAU","Yearin - GTX Pro","001i8000001AkgOAAS","5558.0","2017-06-30","Closed Won","GTX Pro","Cassey Cress","79LGX9EX","Item Created"
"006i80000007P1CAAU","Treequote - GTX Plus Pro","001i8000001AkgHAAS","0.0","2017-04-10","Closed Lost","GTX Plus Pro","Cecily Lampkin","LOAYKUEO","Item Created"
"006i80000007P1DAAU","Silis - GTX Basic","001i8000001Akg7AAC","0.0","2017-04-07","Closed Lost","GTX Basic","Corliss Cosme","EM4XNIPW","Item Created"
"006i80000007P1EAAU","Bubba Gump - GTX Plus Basic","001i8000001ALqXAAW","1083.0","2017-04-10","Closed Won","GTX Plus Basic","Corliss Cosme","E6WG7J0I","Item Created"
"006i80000007P1FAAU","Treequote - GTX Pro","001i8000001AkgHAAS","5647.0","2017-04-06","Closed Won","GTX Pro","Darcel Schlecht","37FL55S0","Item Created"
"006i80000007P1GAAU","Zencorporation - GTX Basic","001i8000001AkgQAAS","0.0","2017-08-07","Closed Lost","GTX Basic","Donn Cantrell","RSXFS096","Item Created"
"006i80000007P1HAAU","Silis - GTX Pro","001i8000001Akg7AAC","4648.0","2017-06-19","Closed Won","GTX Pro","Donn Cantrell","5QSU8PQU","Item Created"
"006i80000007P1IAAU","Plussunin - MG Special","001i8000001Akg0AAC","50.0","2017-04-14","Closed Won","MG Special","Donn Cantrell","N58V2ML8","Item Created"
"006i80000007P1JAAU","Hottechi - MG Advanced","001i8000001AQMaAAO","0.0","2017-04-07","Closed Lost","MG Advanced","Gladys Colclough","SFI9TVH3","Item Created"
"006i80000007P1KAAU","Kan-code - GTX Basic","001i8000001AkfmAAC","0.0","2017-05-30","Closed Lost","GTX Basic","James Ascencio","0G65AQVC","Item Created"
"006i80000007P1LAAU","Singletechno - GTX Pro","001i8000001Akg8AAC","0.0","2017-04-07","Closed Lost","GTX Pro","James Ascencio","F91QWQ1G","Item Created"
"006i80000007P1MAAU","dambase - GTX Basic","001i8000001AkfMAAS","0.0","2017-08-07","Closed Lost","GTX Basic","Jonathan Berthelot","XEP9GSSY","Item Created"
"006i80000007P1NAAU","Rangreen - GTX Basic","001i8000001Akg1AAC","505.0","2017-05-12","Closed Won","GTX Basic","Jonathan Berthelot","0000I7AO","Item Created"
"006i80000007P1OAAU","Doncon - GTX Pro","001i8000001AkfOAAS","0.0","2017-04-15","Closed Lost","GTX Pro","Kary Hendrixson","A0VM9Q5M","Item Created"
"006i80000007P1PAAU","Green-Plus - GTX Basic","001i8000001AkfeAAC","450.0","2017-04-06","Closed Won","GTX Basic","Kary Hendrixson","P9SDPJJO","Item Created"
"006i80000007P1QAAU","Blackzim - GTX Plus Pro","001i8000001ALqVAAW","4983.0","2017-05-21","Closed Won","GTX Plus Pro","Kary Hendrixson","NW6OPA4M","Item Created"
"006i80000007P1RAAU","Ron-tech - GTX Plus Basic","001i8000001Akg3AAC","1140.0","2017-06-19","Closed Won","GTX Plus Basic","Lajuana Vencill","ZZQB2NPD","Item Created"
"006i80000007P1SAAU","Faxquote - GTX Plus Basic","001i8000001AkfTAAS","0.0","2017-04-07","Closed Lost","GTX Plus Basic","Markita Hansen","KG5JIU81","Item Created"
"006i80000007P1TAAU","J-Texon - MG Advanced","001i8000001AkflAAC","3188.0","2017-06-22","Closed Won","MG Advanced","Markita Hansen","4XGA0K6N","Item Created"
"006i80000007P1UAAU","Silis - GTX Basic","001i8000001Akg7AAC","0.0","2017-04-06","Closed Lost","GTX Basic","Reed Clapper","MV1LBCP5","Item Created"
"006i80000007P1VAAU","Xx-zobam - GTX Plus Basic","001i8000001AkgMAAS","1091.0","2017-08-02","Closed Won","GTX Plus Basic","Reed Clapper","UIFIWKNI","Item Created"
"006i80000007P1WAAU","Bioplex - GTX Plus Pro","001i8000001ALqUAAW","5095.0","2017-04-12","Closed Won","GTX Plus Pro","Reed Clapper","MBGVOGCY","Item Created"
"006i80000007P1XAAU","Condax - MG Special","001i8000001AkfJAAS","51.0","2017-08-02","Closed Won","MG Special","Reed Clapper","2WQ5FUPR","Item Created"
"006i80000007P1YAAU","Green-Plus - MG Special","001i8000001AkfeAAC","62.0","2017-06-19","Closed Won","MG Special","Rosalina Dieter","DA6LGJ66","Item Created"
"006i80000007P1ZAAU","Zoomit - GTX Basic","001i8000001AkgRAAS","550.0","2017-06-28","Closed Won","GTX Basic","Vicki Laflamme","OJSYLHMZ","Item Created"
"006i80000007P1aAAE","Gekko & Co - MG Special","001i8000001AkfYAAS","45.0","2017-04-07","Closed Won","MG Special","Violet Mclelland","QO6CI3P4","Item Created"
"006i80000007P1bAAE","Dontechi - GTX Basic","001i8000001AkfQAAS","527.0","2017-06-09","Closed Won","GTX Basic","Anna Snelling","HJP5X1MT","Item Created"
"006i80000007P1cAAE","Kinnamplus - GTX Basic","001i8000001AkfnAAC","0.0","2017-04-15","Closed Lost","GTX Basic","Cassey Cress","JO4MF90Q","Item Created"
"006i80000007P1dAAE","Xx-zobam - GTX Plus Basic","001i8000001AkgMAAS","0.0","2017-05-30","Closed Lost","GTX Plus Basic","Cassey Cress","RX95UPUC","Item Created"
"006i80000007P1eAAE","Domzoom - MG Advanced","001i8000001AkfNAAS","0.0","2017-04-08","Closed Lost","MG Advanced","Darcel Schlecht","0SMQAD34","Item Created"
"006i80000007P1fAAE","Rundofase - MG Special","001i8000001Akg4AAC","64.0","2017-04-14","Closed Won","MG Special","Darcel Schlecht","THMEDL51","Item Created"
"006i80000007P1gAAE","Plussunin - MG Advanced","001i8000001Akg0AAC","3655.0","2017-04-15","Closed Won","MG Advanced","Donn Cantrell","94B4785B","Item Created"
"006i80000007PUjAAM","Bioholding - MG Special","001i8000001ALqTAAW","0.0","2017-04-16","Closed Lost","MG Special","Gladys Colclough","SLN6HHLD","Item Created"
"006i80000007PUkAAM","Rundofase - MG Advanced","001i8000001Akg4AAC","0.0","2017-04-13","Closed Lost","MG Advanced","Gladys Colclough","MU3PM8ON","Item Created"
"006i80000007PUlAAM","Finjob - GTX Basic","001i8000001AkfVAAS","561.0","2017-05-21","Closed Won","GTX Basic","James Ascencio","E6GVZ30Q","Item Created"
"006i80000007PUmAAM","Hatfan - GTX Basic","001i8000001AkfgAAC","0.0","2017-08-06","Closed Lost","GTX Basic","Kary Hendrixson","QVWM8LUB","Item Created"
"006i80000007PUnAAM","Faxquote - GTX Plus Basic","001i8000001AkfTAAS","0.0","2017-04-16","Closed Lost","GTX Plus Basic","Kary Hendrixson","7C2HU8OC","Item Created"
"006i80000007PUoAAM","Plexzap - GTX Plus Pro","001i8000001AkfyAAC","6154.0","2017-04-07","Closed Won","GTX Plus Pro","Kary Hendrixson","74P8ZFDD","Item Created"
"006i80000007PUpAAM","Cheers - GTX Pro","001i8000001ALqZAAW","4756.0","2017-04-12","Closed Won","GTX Pro","Kary Hendrixson","MB3376Q1","Item Created"
"006i80000007PUqAAM","Streethex - GTX Basic","001i8000001AkgCAAS","0.0","2017-04-14","Closed Lost","GTX Basic","Lajuana Vencill","RSAGMF10","Item Created"
"006i80000007PUrAAM","Gogozoom - MG Special","001i8000001AkfbAAC","61.0","2017-05-30","Closed Won","MG Special","Lajuana Vencill","3N6VGWVS","Item Created"
"006i80000007PUsAAM","Warephase - GTX Basic","001i8000001AkgKAAS","575.0","2017-06-24","Closed Won","GTX Basic","Moses Frase","KG61YJ92","Item Created"
"006i80000007PUtAAM","Finhigh - GTX Plus Basic","001i8000001AkfUAAS","1147.0","2017-05-22","Closed Won","GTX Plus Basic","Moses Frase","Z4A1R9CJ","Item Created"
"006i80000007PUuAAM","Funholding - MG Advanced","001i8000001AkfWAAS","3161.0","2017-06-12","Closed Won","MG Advanced","Moses Frase","I6ZWBDU6","Item Created"
"006i80000007PUvAAM","Isdom - GTX Basic","001i8000001AkfjAAC","0.0","2017-04-16","Closed Lost","GTX Basic","Niesha Huffines","3DB2J8UR","Item Created"
"006i80000007PUwAAM","Condax - MG Advanced","001i8000001AkfJAAS","0.0","2017-04-14","Closed Lost","MG Advanced","Vicki Laflamme","6ER2KL7X","Item Created"
"006i80000007PUxAAM","Scotfind - GTX Basic","001i8000001Akg5AAC","525.0","2017-05-04","Closed Won","GTX Basic","Vicki Laflamme","CBTC7BHL","Item Created"
"006i80000007PUyAAM","Dalttechnology - GTX Pro","001i8000001AkfLAAS","4168.0","2017-04-12","Closed Won","GTX Pro","Zane Levy","93JCG10L","Item Created"
"006i80000007PUzAAM","Warephase - GTX Basic","001i8000001AkgKAAS","596.0","2017-04-08","Closed Won","GTX Basic","Anna Snelling","X9BUD48V","Item Created"
"006i80000007PV0AAM","Zotware - MG Special","001i8000001AkgSAAS","59.0","2017-04-15","Closed Won","MG Special","Boris Faz","TQLJOZBP","Item Created"
"006i80000007PV1AAM","Ontomedia - GTX Pro","001i8000001AkfwAAC","0.0","2017-05-14","Closed Lost","GTX Pro","Cassey Cress","9IE6GBXM","Item Created"
"006i80000007PV2AAM","Konex - GTX Plus Pro","001i8000001AkfoAAC","5684.0","2017-04-15","Closed Won","GTX Plus Pro","Corliss Cosme","BG2656VA","Item Created"
"006i80000007PV3AAM","Kan-code - MG Advanced","001i8000001AkfmAAC","0.0","2017-04-15","Closed Lost","MG Advanced","Daniell Hammack","JXBUN5MY","Item Created"
"006i80000007PV4AAM","Gogozoom - GTX Pro","001i8000001AkfbAAC","4413.0","2017-04-15","Closed Won","GTX Pro","Darcel Schlecht","7TJEHAED","Item Created"
"006i80000007PV5AAM","Opentech - MG Advanced","001i8000001AkfxAAC","0.0","2017-04-17","Closed Lost","MG Advanced","Donn Cantrell","QPOE9V6Y","Item Created"
"006i80000007PV6AAM","Vehement Capital Partners - MG Advanced","001i8000001AkgJAAS","0.0","2017-04-15","Closed Lost","MG Advanced","Donn Cantrell","ULJM9JGL","Item Created"
"006i80000007PV7AAM","Mathtouch - GTX Pro","001i8000001AkftAAC","4152.0","2017-04-13","Closed Won","GTX Pro","Donn Cantrell","PYY9M6Q4","Item Created"
"006i80000007PV8AAM","Dalttechnology - MG Special","001i8000001AkfLAAS","51.0","2017-06-24","Closed Won","MG Special","Elease Gluck","WAF692K8","Item Created"
"006i80000007PV9AAM","Zathunicon - GTX Basic","001i8000001AkgPAAS","0.0","2017-04-15","Closed Lost","GTX Basic","Garret Kinder","0UDLH6I3","Item Created"
"006i80000007PVAAA2","Toughzap - MG Advanced","001i8000001AkgGAAS","0.0","2017-04-18","Closed Lost","MG Advanced","Gladys Colclough","WUGE2QUO","Item Created"
"006i80000007PVBAA2","Sonron - GTX Plus Basic","001i8000001Akg9AAC","1103.0","2017-05-18","Closed Won","GTX Plus Basic","James Ascencio","XBLA9VO6","Item Created"
"006i80000007PVCAA2","Warephase - GTX Plus Basic","001i8000001AkgKAAS","1091.0","2017-04-09","Closed Won","GTX Plus Basic","Jonathan Berthelot","QL7H3WQZ","Item Created"
"006i80000007PVDAA2","Zumgoity - GTX Plus Basic","001i8000001AkgTAAS","1189.0","2017-04-17","Closed Won","GTX Plus Basic","Jonathan Berthelot","DXBLA2BS","Item Created"
"006i80000007PVEAA2","Streethex - GTX Pro","001i8000001AkgCAAS","4534.0","2017-06-27","Closed Won","GTX Pro","Jonathan Berthelot","EYW0QD8A","Item Created"
"006i80000007PVFAA2","Golddex - GTX Basic","001i8000001AkfcAAC","0.0","2017-05-12","Closed Lost","GTX Basic","Kami Bicknell","NXWNJ7U5","Item Created"
"006i80000007PVGAA2","Konex - GTX Plus Basic","001i8000001AkfoAAC","0.0","2017-04-16","Closed Lost","GTX Plus Basic","Kami Bicknell","8LVFBGN4","Item Created"
"006i80000007PVHAA2","Codehow - GTX Basic","001i8000001ALqaAAG","0.0","2017-04-16","Closed Lost","GTX Basic","Lajuana Vencill","SUQNORF2","Item Created"
"006i80000007PVIAA2","Condax - GTX Basic","001i8000001AkfJAAS","522.0","2017-04-13","Closed Won","GTX Basic","Markita Hansen","3M03SX77","Item Created"
"006i80000007PVJAA2","Goodsilron - GTX Pro","001i8000001AkfdAAC","5012.0","2017-05-27","Closed Won","GTX Pro","Markita Hansen","C7Y0UUIN","Item Created"
"006i80000007PVKAA2","Rantouch - GTX Plus Basic","001i8000001Akg2AAC","1109.0","2017-04-08","Closed Won","GTX Plus Basic","Maureen Marcano","DI6H5ERU","Item Created"
"006i80000007PVLAA2","Genco Pura Olive Oil Company - GTX Plus Pro","001i8000001AkfZAAS","4659.0","2017-04-13","Closed Won","GTX Plus Pro","Moses Frase","SQZ293C0","Item Created"
"006i80000007PVMAA2","Cancity - GTX Basic","001i8000001ALqYAAW","0.0","2017-04-16","Closed Lost","GTX Basic","Niesha Huffines","2SGRE4VE","Item Created"
"006i80000007PVNAA2","Codehow - GTX Plus Pro","001i8000001ALqaAAG","0.0","2017-06-13","Closed Lost","GTX Plus Pro","Versie Hillebrand","AMKR98V4","Item Created"
"006i80000007PVOAA2","Treequote - GTX Plus Pro","001i8000001AkgHAAS","0.0","2017-04-09","Closed Lost","GTX Plus Pro","Versie Hillebrand","DESFU690","Item Created"
"006i80000007PVPAA2","Konmatfix - MG Special","001i8000001AkfpAAC","0.0","2017-05-30","Closed Lost","MG Special","Versie Hillebrand","V8HMIE7M","Item Created"
