Opportunity Name,AccountId,Amount,Close Date,Stage,Product,Sales Agent,Opportunity_ID__c
Hatfan - GTX Pro,001i8000001AkfgAAC,3169.0,2017-06-26,Closed Won,GTX Pro,Kary Hendrixson,QTNPGKJ7
Scotfind - GTX Plus Basic,001i8000001Akg5AAC,0.0,2017-06-27,Closed Lost,GTX Plus Basic,Markita Hansen,EBRWSMI0
Funholding - GTX Plus Pro,001i8000001AkfWAAS,5015.0,2017-06-03,Closed Won,GTX Plus Pro,Marty Freudenburg,4PKHDQOQ
Dalttechnology - GTX Basic,001i8000001AkfLAAS,571.0,2017-03-01,Closed Won,GTX Basic,Maureen Marcano,3Y9SB2QK
Bubba Gump - GTX Pro,001i8000001ALqXAAW,4839.0,2017-05-16,Closed Won,GTX Pro,Reed Clapper,5MZ0O77T
Massive Dynamic - MG Advanced,001i8000001AkfsAAC,3315.0,2017-03-05,Closed Won,MG Advanced,Reed Clapper,2EILEDKF
Warephase - MG Special,001i8000001AkgKAAS,60.0,2017-05-24,Closed Won,MG Special,Versie Hillebrand,J4NX9TK5
Treequote - GTX Plus Basic,001i8000001AkgHAAS,999.0,2017-03-04,Closed Won,GTX Plus Basic,Anna Snelling,5ITSLO0E
Statholdings - GTX Basic,001i8000001AkgBAAS,0.0,2017-06-11,Closed Lost,GTX Basic,Darcel Schlecht,QGW0TI1U
Finhigh - GTX Plus Pro,001i8000001AkfUAAS,5401.0,2017-06-04,Closed Won,GTX Plus Pro,Lajuana Vencill,WJC5J533
Newex - MG Advanced,001i8000001AkfvAAC,3393.0,2017-05-22,Negotiation/Review,MG Advanced,Markita Hansen,9SLINQY5
Rundofase - GTX Basic,001i8000001Akg4AAC,551.0,2017-06-18,Closed Won,GTX Basic,Moses Frase,XGLMCTLG
Mathtouch - GTX Plus Pro,001i8000001AkftAAC,0.0,2017-05-23,Closed Lost,GTX Plus Pro,Reed Clapper,X6RLT30X
Faxquote - GTX Basic,001i8000001AkfTAAS,600.0,2017-03-20,Closed Won,GTX Basic,Vicki Laflamme,IVT0S1N1
Goodsilron - GTX Pro,001i8000001AkfdAAC,4821.0,2017-05-22,Negotiation/Review,GTX Pro,Violet Mclelland,NOLCZMV6
Bioplex - GTX Plus Pro,001i8000001ALqUAAW,0.0,2017-05-05,Closed Lost,GTX Plus Pro,Violet Mclelland,JEPGSQC9
The New York Inquirer - MG Special,001i8000001AkgFAAS,0.0,2017-05-22,Closed Lost,MG Special,Boris Faz,EEDHCEVZ
Sumace - GTX Pro,001i8000001AkgDAAS,4711.0,2017-03-02,Closed Won,GTX Pro,Cassey Cress,NHDTSMX2
Vehement Capital Partners - MG Advanced,001i8000001AkgJAAS,0.0,2017-06-08,Closed Lost,MG Advanced,Corliss Cosme,E36CR33F
Zencorporation - GTX Pro,001i8000001AkgQAAS,5133.0,2017-06-28,Closed Won,GTX Pro,Corliss Cosme,PNL17RE9
Fasehatice - GTX Basic,001i8000001AkfSAAS,550.0,2017-05-23,Negotiation/Review,GTX Basic,Daniell Hammack,B4SIVH1O
Sumace - GTX Plus Pro,001i8000001AkgDAAS,0.0,2017-05-17,Closed Lost,GTX Plus Pro,Daniell Hammack,VMEVOJVL
Zathunicon - GTX Plus Pro,001i8000001AkgPAAS,4848.0,2017-05-15,Closed Won,GTX Plus Pro,Daniell Hammack,5EKN0BFN
Mathtouch - GTX Pro,001i8000001AkftAAC,4475.0,2017-03-03,Closed Won,GTX Pro,Daniell Hammack,R4LH95QS
Betatech - GTX Basic,001i8000001ALqSAAW,0.0,2017-03-05,Closed Lost,GTX Basic,Darcel Schlecht,52CROFH2
Genco Pura Olive Oil Company - GTX Pro,001i8000001AkfZAAS,3763.0,2017-03-10,Closed Won,GTX Pro,Darcel Schlecht,REDGEUCP
Ron-tech - GTX Pro,001i8000001Akg3AAC,5006.0,2017-03-05,Closed Won,GTX Pro,Darcel Schlecht,6KT5HAR6
Toughzap - GTX Pro,001i8000001AkgGAAS,4498.0,2017-06-15,Closed Won,GTX Pro,Gladys Colclough,48AJ0X9E
Warephase - GTX Pro,001i8000001AkgKAAS,4375.0,2017-03-24,Closed Won,GTX Pro,Gladys Colclough,RA1UBXY9
J-Texon - GTX Plus Basic,001i8000001AkflAAC,0.0,2017-05-27,Closed Lost,GTX Plus Basic,Hayden Neloms,WGI2GSKJ
Fasehatice - MG Advanced,001i8000001AkfSAAS,3763.0,2017-06-04,Closed Won,MG Advanced,Hayden Neloms,W4BNO6UL
J-Texon - GTX Pro,001i8000001AkflAAC,0.0,2017-03-14,Closed Lost,GTX Pro,Kami Bicknell,S50A0C2S
Sonron - GTX Plus Pro,001i8000001Akg9AAC,5491.0,2017-05-10,Closed Won,GTX Plus Pro,Kami Bicknell,3H80RIHV
Bioholding - GTX Basic,001i8000001ALqTAAW,0.0,2017-05-22,Closed Lost,GTX Basic,Lajuana Vencill,KATNS4R4
Y-corporation - GTX Plus Pro,001i8000001AkgNAAS,5503.0,2017-06-17,Closed Won,GTX Plus Pro,Markita Hansen,L5U7OT6O
Rangreen - GTX Plus Basic,001i8000001Akg1AAC,0.0,2017-05-30,Closed Lost,GTX Plus Basic,Moses Frase,QKVUGRN9
Statholdings - MG Special,001i8000001AkgBAAS,58.0,2017-05-15,Closed Won,MG Special,Moses Frase,FNY6F0KF
Genco Pura Olive Oil Company - GTX Plus Basic,001i8000001AkfZAAS,1051.0,2017-05-27,Closed Won,GTX Plus Basic,Niesha Huffines,1W23LEWK
Conecom - GTX Plus Pro,001i8000001AkfKAAS,5604.0,2017-03-07,Closed Won,GTX Plus Pro,Niesha Huffines,JHJEQ1U3
Xx-zobam - MG Advanced,001i8000001AkgMAAS,3273.0,2017-05-15,Closed Won,MG Advanced,Reed Clapper,CPJAA632
Rundofase - GTX Basic,001i8000001Akg4AAC,550.0,2017-05-23,Negotiation/Review,GTX Basic,Vicki Laflamme,Q19RWR17
Scotfind - GTX Plus Basic,001i8000001Akg5AAC,0.0,2017-05-11,Closed Lost,GTX Plus Basic,Vicki Laflamme,GVC0RLQE
Scotfind - GTX Plus Basic,001i8000001Akg5AAC,1220.0,2017-06-02,Closed Won,GTX Plus Basic,Zane Levy,9OLYBVNE
Singletechno - GTX Plus Pro,001i8000001Akg8AAC,5497.0,2017-03-02,Closed Won,GTX Plus Pro,Zane Levy,R8N49PHN
Conecom - GTX Plus Basic,001i8000001AkfKAAS,1056.0,2017-06-10,Closed Won,GTX Plus Basic,Anna Snelling,P5EVJUKQ
Kan-code - GTX Basic,001i8000001AkfmAAC,0.0,2017-06-16,Closed Lost,GTX Basic,Boris Faz,XF4648CO
Massive Dynamic - GTX Basic,001i8000001AkfsAAC,572.0,2017-03-12,Closed Won,GTX Basic,Cassey Cress,24UTFDPK
Funholding - MG Advanced,001i8000001AkfWAAS,3668.0,2017-05-23,Closed Won,MG Advanced,Cecily Lampkin,ERYLM04D
Kinnamplus - MG Special,001i8000001AkfnAAC,50.0,2017-03-02,Closed Won,MG Special,Corliss Cosme,IQ9W1X36
Silis - MG Advanced,001i8000001Akg7AAC,3509.0,2017-05-22,Closed Won,MG Advanced,Daniell Hammack,GSR9PIF0
Gogozoom - GTX Pro,001i8000001AkfbAAC,5643.0,2017-06-28,Closed Won,GTX Pro,Darcel Schlecht,8477482V
Dalttechnology - MG Special,001i8000001AkfLAAS,47.0,2017-03-10,Closed Won,MG Special,Elease Gluck,VFZOL6CB
Finjob - MG Advanced,001i8000001AkfVAAS,3312.0,2017-03-08,Closed Won,MG Advanced,Hayden Neloms,75ZOJ3O7
Goodsilron - GTX Plus Pro,001i8000001AkfdAAC,0.0,2017-06-23,Closed Lost,GTX Plus Pro,James Ascencio,1QQR82TP
Labdrill - GTX Basic,001i8000001AkfqAAC,480.0,2017-03-11,Closed Won,GTX Basic,Kami Bicknell,DR6MQSWL
Nam-zim - MG Advanced,001i8000001AkfuAAC,3208.0,2017-05-06,Closed Won,MG Advanced,Kami Bicknell,KAV5TU8X
Y-corporation - GTX Basic,001i8000001AkgNAAS,0.0,2017-05-04,Closed Lost,GTX Basic,Kary Hendrixson,UQ86UOWY
Kan-code - GTX Plus Pro,001i8000001AkfmAAC,5782.0,2017-05-04,Closed Won,GTX Plus Pro,Kary Hendrixson,A82DG6R5
Rangreen - GTX Plus Pro,001i8000001Akg1AAC,5827.0,2017-05-23,Closed Won,GTX Plus Pro,Lajuana Vencill,37FKT2ZP
Newex - GTX Basic,001i8000001AkfvAAC,0.0,2017-06-17,Closed Lost,GTX Basic,Maureen Marcano,MVXB9PS5
Bioholding - GTX Basic,001i8000001ALqTAAW,516.0,2017-06-16,Closed Won,GTX Basic,Moses Frase,M2TZSYTN
Condax - GTX Plus Basic,001i8000001AkfJAAS,956.0,2017-06-06,Closed Won,GTX Plus Basic,Moses Frase,KGJL5GHX
Stanredtax - MG Special,001i8000001AkgAAAS,52.0,2017-03-15,Closed Won,MG Special,Moses Frase,IF7DSONM
Toughzap - MG Advanced,001i8000001AkgGAAS,3025.0,2017-05-11,Closed Won,MG Advanced,Moses Frase,RR4FWSVB
The New York Inquirer - GTX Pro,001i8000001AkgFAAS,5618.0,2017-06-10,Closed Won,GTX Pro,Reed Clapper,C5IWM5VJ
Umbrella Corporation - GTX Pro,001i8000001AkgIAAS,4867.0,2017-05-09,Closed Won,GTX Pro,Rosie Papadopoulos,9WZ3I1TF
Kan-code - GTX Plus Basic,001i8000001AkfmAAC,929.0,2017-03-14,Closed Won,GTX Plus Basic,Zane Levy,IO4GTLAB
dambase - MG Special,001i8000001AkfMAAS,0.0,2017-06-05,Closed Lost,MG Special,Cecily Lampkin,06T2UPDG
Xx-zobam - MG Advanced,001i8000001AkgMAAS,0.0,2017-05-11,Closed Lost,MG Advanced,Corliss Cosme,9L6ADU5C
Toughzap - GTX Pro,001i8000001AkgGAAS,5010.0,2017-05-05,Closed Won,GTX Pro,Darcel Schlecht,U185INDA
Bluth Company - GTX Pro,001i8000001ALqWAAW,5621.0,2017-05-15,Closed Won,GTX Pro,Donn Cantrell,2AGLONC4
Iselectrics - MG Advanced,001i8000001AkfkAAC,3233.0,2017-05-02,Closed Won,MG Advanced,Donn Cantrell,TBDUMBLA
Acme Corporation - MG Special,001i8000001ALqQAAW,55.0,2017-05-28,Closed Won,MG Special,Garret Kinder,0AXGVKN8
Bioplex - MG Advanced,001i8000001ALqUAAW,3278.0,2017-03-07,Closed Won,MG Advanced,Garret Kinder,TAPNNL1W
Domzoom - GTX Plus Basic,001i8000001AkfNAAS,1155.0,2017-03-10,Closed Won,GTX Plus Basic,Gladys Colclough,R9ZAKBFE
Goodsilron - MG Advanced,001i8000001AkfdAAC,3550.0,2017-03-11,Closed Won,MG Advanced,Hayden Neloms,Y40ADYX7
Stanredtax - MG Advanced,001i8000001AkgAAAS,0.0,2017-05-10,Closed Lost,MG Advanced,Jonathan Berthelot,R7GVZT8J
Hottechi - GTX Plus Basic,001i8000001AQMaAAO,1055.0,2017-06-16,Closed Won,GTX Plus Basic,Jonathan Berthelot,RSEDY99J
Sonron - GTX Plus Basic,001i8000001Akg9AAC,0.0,2017-06-20,Closed Lost,GTX Plus Basic,Markita Hansen,D5NZQIWU
Y-corporation - GTX Basic,001i8000001AkgNAAS,595.0,2017-05-05,Closed Won,GTX Basic,Markita Hansen,Z0BGG6IJ
Warephase - MG Advanced,001i8000001AkgKAAS,3063.0,2017-05-06,Closed Won,MG Advanced,Moses Frase,ZCA1IRGD
Konex - MG Advanced,001i8000001AkfoAAC,0.0,2017-05-13,Closed Lost,MG Advanced,Vicki Laflamme,NPB8ZLEO
Massive Dynamic - MG Advanced,001i8000001AkfsAAC,3246.0,2017-06-06,Closed Won,MG Advanced,Violet Mclelland,HJIO57TA
Scottech - GTX Basic,001i8000001Akg6AAC,423.0,2017-03-02,Closed Won,GTX Basic,Anna Snelling,U6N053E1
Initech - GTX Basic,001i8000001AkfhAAC,542.0,2017-06-18,Closed Won,GTX Basic,Cassey Cress,MTKCJVFO
Ontomedia - GTX Pro,001i8000001AkfwAAC,5040.0,2017-03-08,Closed Won,GTX Pro,Cassey Cress,KIP060D0
Kan-code - GTX Plus Basic,001i8000001AkfmAAC,0.0,2017-05-21,Closed Lost,GTX Plus Basic,Corliss Cosme,YOISPUC6
Rangreen - GTX Plus Pro,001i8000001Akg1AAC,0.0,2017-06-17,Closed Lost,GTX Plus Pro,Darcel Schlecht,2MHTTXX0
Statholdings - GTX Pro,001i8000001AkgBAAS,5423.0,2017-05-09,Closed Won,GTX Pro,Darcel Schlecht,QU4FNKZL
Cancity - MG Advanced,001i8000001ALqYAAW,3295.0,2017-06-13,Closed Won,MG Advanced,Darcel Schlecht,GZUKDP7F
Plussunin - GTX Basic,001i8000001Akg0AAC,568.0,2017-06-02,Closed Won,GTX Basic,Donn Cantrell,S519S1EK
Xx-zobam - GTX Basic,001i8000001AkgMAAS,640.0,2017-05-26,Closed Won,GTX Basic,Donn Cantrell,AL554AUI
Plusstrip - GTX Pro,001i8000001AkfzAAC,4612.0,2017-05-19,Closed Won,GTX Pro,Elease Gluck,MCWDHOBT
Domzoom - GTX Pro,001i8000001AkfNAAS,0.0,2017-05-26,Closed Lost,GTX Pro,Gladys Colclough,GDZV8N5W
Goodsilron - GTX Plus Basic,001i8000001AkfdAAC,0.0,2017-05-26,Closed Lost,GTX Plus Basic,James Ascencio,F4FLJ0WW
Dontechi - MG Advanced,001i8000001AkfQAAS,3281.0,2017-05-06,Closed Won,MG Advanced,Jonathan Berthelot,P3VM7655
Finjob - GTX Basic,001i8000001AkfVAAS,0.0,2017-03-12,Closed Lost,GTX Basic,Kami Bicknell,5QU60VGE
Labdrill - GTX Plus Basic,001i8000001AkfqAAC,0.0,2017-03-08,Closed Lost,GTX Plus Basic,Kami Bicknell,3CLBPMYZ
Rantouch - MG Special,001i8000001Akg2AAC,59.0,2017-03-11,Closed Won,MG Special,Kami Bicknell,G17JEA75
Scottech - GTX Plus Basic,001i8000001Akg6AAC,1081.0,2017-06-30,Closed Won,GTX Plus Basic,Marty Freudenburg,BGU0JJ9X
Zumgoity - GTX Plus Basic,001i8000001AkgTAAS,962.0,2017-05-09,Closed Won,GTX Plus Basic,Marty Freudenburg,U02OIJGK
Codehow - GTX Plus Basic,001i8000001ALqaAAG,1123.0,2017-03-06,Closed Won,GTX Plus Basic,Niesha Huffines,3N7ZXGMF
Xx-zobam - MG Advanced,001i8000001AkgMAAS,3075.0,2017-06-10,Closed Won,MG Advanced,Reed Clapper,0QHI3KG5
Condax - MG Special,001i8000001AkfJAAS,50.0,2017-05-09,Closed Won,MG Special,Rosalina Dieter,0WWDVOM3
Dalttechnology - MG Special,001i8000001AkfLAAS,47.0,2017-03-06,Closed Won,MG Special,Rosalina Dieter,QPPUCKFM
Globex Corporation - MG Special,001i8000001AkfaAAC,0.0,2017-03-08,Closed Lost,MG Special,Versie Hillebrand,VGE4M1C9
Betatech - GTX Plus Pro,001i8000001ALqSAAW,4494.0,2017-05-17,Closed Won,GTX Plus Pro,Versie Hillebrand,56XQOTXV
Hottechi - MG Special,001i8000001AQMaAAO,0.0,2017-05-06,Closed Lost,MG Special,Vicki Laflamme,1JC9DMNJ
Singletechno - MG Special,001i8000001Akg8AAC,61.0,2017-03-11,Closed Won,MG Special,Vicki Laflamme,AK2LRFXF
Goodsilron - MG Advanced,001i8000001AkfdAAC,3418.0,2017-05-13,Closed Won,MG Advanced,Vicki Laflamme,UCK7JRXG
Konex - MG Advanced,001i8000001AkfoAAC,3336.0,2017-06-02,Closed Won,MG Advanced,Wilburn Farren,WM30CUBE
Betatech - GTX Basic,001i8000001ALqSAAW,0.0,2017-03-16,Closed Lost,GTX Basic,Anna Snelling,8DWOWB6Y
Mathtouch - GTX Plus Pro,001i8000001AkftAAC,4766.0,2017-03-13,Closed Won,GTX Plus Pro,Boris Faz,BGNB966A
Plussunin - MG Advanced,001i8000001Akg0AAC,0.0,2017-06-10,Closed Lost,MG Advanced,Corliss Cosme,4Q4CLZCH
Ganjaflex - GTX Basic,001i8000001AkfXAAS,592.0,2017-05-27,Closed Won,GTX Basic,Daniell Hammack,YQ24IWRQ
Iselectrics - GTX Basic,001i8000001AkfkAAC,0.0,2017-06-01,Closed Lost,GTX Basic,Donn Cantrell,Z30RS0CL
Green-Plus - MG Special,001i8000001AkfeAAC,0.0,2017-05-24,Closed Lost,MG Special,Elease Gluck,FRB34F3W
Treequote - GTX Pro,001i8000001AkgHAAS,0.0,2017-05-29,Closed Lost,GTX Pro,Gladys Colclough,CGEHFK9N
Dontechi - GTX Pro,001i8000001AkfQAAS,5142.0,2017-06-08,Closed Won,GTX Pro,Gladys Colclough,4A189ZAB
Cheers - GTX Plus Basic,001i8000001ALqZAAW,0.0,2017-05-29,Closed Lost,GTX Plus Basic,James Ascencio,0HELH2Q0
Blackzim - GTX Plus Pro,001i8000001ALqVAAW,5482.0,2017-05-27,Negotiation/Review,GTX Plus Pro,Kary Hendrixson,9E8A7MQ8
Gogozoom - MG Advanced,001i8000001AkfbAAC,0.0,2017-05-08,Closed Lost,MG Advanced,Lajuana Vencill,HG5P21RO
Plexzap - GTX Plus Basic,001i8000001AkfyAAC,0.0,2017-06-16,Closed Lost,GTX Plus Basic,Markita Hansen,MGP9HCUL
Bluth Company - MG Advanced,001i8000001ALqWAAW,3393.0,2017-05-27,Negotiation/Review,MG Advanced,Maureen Marcano,FZC2J90W
Faxquote - GTX Plus Basic,001i8000001AkfTAAS,0.0,2017-06-26,Closed Lost,GTX Plus Basic,Maureen Marcano,XX84TIMO
Nam-zim - MG Special,001i8000001AkfuAAC,0.0,2017-05-03,Closed Lost,MG Special,Maureen Marcano,2JFS8EGS
Dontechi - GTX Basic,001i8000001AkfQAAS,660.0,2017-03-15,Closed Won,GTX Basic,Moses Frase,GBMHNLRO
Rundofase - GTX Basic,001i8000001Akg4AAC,443.0,2017-05-26,Closed Won,GTX Basic,Moses Frase,NAVG0P26
Codehow - MG Special,001i8000001ALqaAAG,0.0,2017-05-20,Closed Lost,MG Special,Niesha Huffines,DK955UBP
Zotware - GTX Plus Pro,001i8000001AkgSAAS,0.0,2017-03-03,Closed Lost,GTX Plus Pro,Rosie Papadopoulos,0OOZE4GN
The New York Inquirer - MG Special,001i8000001AkgFAAS,0.0,2017-05-18,Closed Lost,MG Special,Rosie Papadopoulos,3P0T15VX
Domzoom - MG Special,001i8000001AkfNAAS,61.0,2017-06-18,Closed Won,MG Special,Versie Hillebrand,GK0A4IQW
Y-corporation - GTX Plus Pro,001i8000001AkgNAAS,4846.0,2017-03-14,Closed Won,GTX Plus Pro,Zane Levy,UXJSIAVS
dambase - GTX Basic,001i8000001AkfMAAS,574.0,2017-06-04,Closed Won,GTX Basic,Anna Snelling,KR4K652E
Ganjaflex - GTX Basic,001i8000001AkfXAAS,0.0,2017-06-18,Closed Lost,GTX Basic,Cassey Cress,J2SR2H1Y
Sumace - GTX Pro,001i8000001AkgDAAS,0.0,2017-05-22,Closed Lost,GTX Pro,Cassey Cress,4U5VTUJL
Conecom - GTX Basic,001i8000001AkfKAAS,497.0,2017-05-03,Closed Won,GTX Basic,Cecily Lampkin,VTT447YT
Xx-zobam - GTX Basic,001i8000001AkgMAAS,0.0,2017-05-04,Closed Lost,GTX Basic,Corliss Cosme,8JJY9B08
Konex - GTX Plus Pro,001i8000001AkfoAAC,5159.0,2017-05-30,Closed Won,GTX Plus Pro,Corliss Cosme,STTAXKIU
Y-corporation - GTX Plus Basic,001i8000001AkgNAAS,1096.0,2017-05-28,Negotiation/Review,GTX Plus Basic,Daniell Hammack,25FUROM1
Codehow - MG Special,001i8000001ALqaAAG,0.0,2017-05-02,Closed Lost,MG Special,Darcel Schlecht,PX4OW5SC
Conecom - GTX Pro,001i8000001AkfKAAS,4311.0,2017-05-13,Closed Won,GTX Pro,Darcel Schlecht,87MEZS8G
Ganjaflex - GTX Basic,001i8000001AkfXAAS,609.0,2017-05-22,Closed Won,GTX Basic,Donn Cantrell,SLIWHUIM
Cancity - GTX Plus Basic,001i8000001ALqYAAW,1008.0,2017-06-24,Closed Won,GTX Plus Basic,Gladys Colclough,XBVFZ1IR
Zumgoity - GTX Pro,001i8000001AkgTAAS,4458.0,2017-06-22,Closed Won,GTX Pro,Gladys Colclough,7B3J333S
Plexzap - MG Advanced,001i8000001AkfyAAC,2964.0,2017-05-26,Closed Won,MG Advanced,Hayden Neloms,3N9I1WH7
Lexiqvolax - GTX Plus Pro,001i8000001AkfrAAC,0.0,2017-06-04,Closed Lost,GTX Plus Pro,James Ascencio,TMW4J6NA
Dalttechnology - MG Advanced,001i8000001AkfLAAS,3813.0,2017-06-05,Closed Won,MG Advanced,James Ascencio,ZI1MPYF3
Rundofase - GTX Basic,001i8000001Akg4AAC,528.0,2017-05-27,Closed Won,GTX Basic,Jonathan Berthelot,L6KOBEBZ
Rantouch - GTX Plus Basic,001i8000001Akg2AAC,1173.0,2017-03-10,Closed Won,GTX Plus Basic,Kary Hendrixson,Z2S4KUPO
Kan-code - GTX Pro,001i8000001AkfmAAC,3893.0,2017-06-19,Closed Won,GTX Pro,Kary Hendrixson,GIW1PN4L
Sonron - GTX Pro,001i8000001Akg9AAC,4678.0,2017-03-15,Closed Won,GTX Pro,Kary Hendrixson,E57F5Z2K
Bioholding - GTX Basic,001i8000001ALqTAAW,530.0,2017-06-01,Closed Won,GTX Basic,Lajuana Vencill,38KKSE72
Sunnamplex - MG Special,001i8000001AkgEAAS,0.0,2017-03-14,Closed Lost,MG Special,Markita Hansen,0GJ586J0
Goodsilron - GTK 500,001i8000001AkfdAAC,29617.0,2017-06-27,Closed Won,GTK 500,Markita Hansen,4V0S4BA3
Isdom - GTX Plus Basic,001i8000001AkfjAAC,1028.0,2017-05-09,Closed Won,GTX Plus Basic,Marty Freudenburg,1LTD5TKV
Domzoom - MG Advanced,001i8000001AkfNAAS,2863.0,2017-06-28,Closed Won,MG Advanced,Marty Freudenburg,VBM56CIF
Codehow - MG Advanced,001i8000001ALqaAAG,4109.0,2017-06-28,Closed Won,MG Advanced,Moses Frase,PDH2NPE1
Betatech - GTX Basic,001i8000001ALqSAAW,0.0,2017-05-08,Closed Lost,GTX Basic,Niesha Huffines,OV60VIBB
Kan-code - GTX Plus Basic,001i8000001AkfmAAC,1106.0,2017-03-13,Closed Won,GTX Plus Basic,Reed Clapper,2OAIXF3A
Bubba Gump - MG Special,001i8000001ALqXAAW,53.0,2017-06-30,Closed Won,MG Special,Rosie Papadopoulos,FBSEA94D
Globex Corporation - MG Special,001i8000001AkfaAAC,47.0,2017-05-14,Closed Won,MG Special,Versie Hillebrand,EOB01PRO
Kan-code - MG Advanced,001i8000001AkfmAAC,3749.0,2017-05-23,Closed Won,MG Advanced,Violet Mclelland,5QC9H4C2
Ontomedia - MG Advanced,001i8000001AkfwAAC,4204.0,2017-05-27,Closed Won,MG Advanced,Violet Mclelland,3HGQ3BOY
Umbrella Corporation - MG Advanced,001i8000001AkgIAAS,3986.0,2017-06-15,Closed Won,MG Advanced,Cassey Cress,CO6ZPH1W
Donquadtech - GTX Pro,001i8000001AkfPAAS,5105.0,2017-06-05,Closed Won,GTX Pro,Daniell Hammack,M3WTE943
Genco Pura Olive Oil Company - GTX Basic,001i8000001AkfZAAS,516.0,2017-06-22,Closed Won,GTX Basic,Darcel Schlecht,X914SMX7
Rundofase - GTX Pro,001i8000001Akg4AAC,4407.0,2017-06-02,Closed Won,GTX Pro,Darcel Schlecht,1MCE2AOV
Zathunicon - MG Advanced,001i8000001AkgPAAS,3087.0,2017-06-19,Closed Won,MG Advanced,Donn Cantrell,8061HKKB
Inity - GTX Plus Pro,001i8000001AkfiAAC,5331.0,2017-05-15,Closed Won,GTX Plus Pro,Gladys Colclough,T1HIH384
Condax - MG Advanced,001i8000001AkfJAAS,4069.0,2017-05-05,Closed Won,MG Advanced,Hayden Neloms,FM2NX2GB
Hatfan - GTX Basic,001i8000001AkfgAAC,463.0,2017-06-29,Closed Won,GTX Basic,James Ascencio,SJ45HNHM
Faxquote - GTX Plus Pro,001i8000001AkfTAAS,5625.0,2017-05-26,Closed Won,GTX Plus Pro,James Ascencio,NYGZJYCJ
Rundofase - GTX Basic,001i8000001Akg4AAC,524.0,2017-06-15,Closed Won,GTX Basic,Lajuana Vencill,6MMFIIGE
Cheers - GTX Basic,001i8000001ALqZAAW,0.0,2017-05-12,Closed Lost,GTX Basic,Markita Hansen,IJ817GQJ
Bioplex - MG Special,001i8000001ALqUAAW,55.0,2017-05-29,Negotiation/Review,MG Special,Maureen Marcano,F2B62IW4
Genco Pura Olive Oil Company - MG Special,001i8000001AkfZAAS,0.0,2017-05-28,Closed Lost,MG Special,Moses Frase,PCRRS6JP
Zencorporation - GTX Plus Basic,001i8000001AkgQAAS,1161.0,2017-06-01,Closed Won,GTX Plus Basic,Reed Clapper,NKL5SWX3
Mathtouch - GTX Plus Pro,001i8000001AkftAAC,6046.0,2017-06-03,Closed Won,GTX Plus Pro,Reed Clapper,WVG1CIHX
Dontechi - MG Special,001i8000001AkfQAAS,49.0,2017-05-18,Closed Won,MG Special,Versie Hillebrand,7GRNFO6D
Conecom - MG Special,001i8000001AkfKAAS,51.0,2017-05-28,Closed Won,MG Special,Anna Snelling,G0QKNVIJ
Hottechi - MG Advanced,001i8000001AQMaAAO,3415.0,2017-06-26,Closed Won,MG Advanced,Anna Snelling,6HRIX06M
Kinnamplus - MG Special,001i8000001AkfnAAC,55.0,2017-05-30,Negotiation/Review,MG Special,Boris Faz,DEHQTB8B
Kan-code - GTX Plus Basic,001i8000001AkfmAAC,1053.0,2017-03-10,Closed Won,GTX Plus Basic,Boris Faz,AM5YTMH3
Betasoloin - GTX Plus Basic,001i8000001ALqRAAW,0.0,2017-05-25,Closed Lost,GTX Plus Basic,Cassey Cress,2L5ZWLI7
Donquadtech - GTX Pro,001i8000001AkfPAAS,5068.0,2017-03-15,Closed Won,GTX Pro,Cassey Cress,6B6Q8C5S
Massive Dynamic - GTX Pro,001i8000001AkfsAAC,4256.0,2017-06-30,Closed Won,GTX Pro,Cassey Cress,DF4KYH5H
Treequote - MG Advanced,001i8000001AkgHAAS,0.0,2017-05-08,Closed Lost,MG Advanced,Darcel Schlecht,JTDV6H65
Genco Pura Olive Oil Company - GTX Basic,001i8000001AkfZAAS,657.0,2017-03-12,Closed Won,GTX Basic,Darcel Schlecht,O8JF46GT
Stanredtax - MG Special,001i8000001AkgAAAS,60.0,2017-03-08,Closed Won,MG Special,Darcel Schlecht,RK5Y67V6
Opentech - GTX Basic,001i8000001AkfxAAC,0.0,2017-05-29,Closed Lost,GTX Basic,Donn Cantrell,COWOZH43
Hottechi - GTX Plus Pro,001i8000001AQMaAAO,0.0,2017-05-10,Closed Lost,GTX Plus Pro,Elease Gluck,DGIYD342
Silis - GTX Basic,001i8000001Akg7AAC,0.0,2017-05-05,Closed Lost,GTX Basic,Garret Kinder,JSSGVBVS
Plussunin - GTX Basic,001i8000001Akg0AAC,629.0,2017-05-01,Closed Won,GTX Basic,Garret Kinder,V28NVD6A
Hottechi - MG Advanced,001i8000001AQMaAAO,0.0,2017-05-23,Closed Lost,MG Advanced,Gladys Colclough,I1IAVDQM
Treequote - MG Advanced,001i8000001AkgHAAS,4082.0,2017-06-02,Closed Won,MG Advanced,Gladys Colclough,4MC584U5
Rundofase - GTX Plus Basic,001i8000001Akg4AAC,1044.0,2017-05-31,Closed Won,GTX Plus Basic,Lajuana Vencill,MCYLHUCZ
Inity - MG Advanced,001i8000001AkfiAAC,0.0,2017-06-11,Closed Lost,MG Advanced,Marty Freudenburg,5E4DTWHV
Rantouch - GTX Plus Basic,001i8000001Akg2AAC,1025.0,2017-03-21,Closed Won,GTX Plus Basic,Maureen Marcano,1VUBYV53
