opportunity_id,account,product,deal_stage,forecast_category,engage_date,close_date,close_value,estimated_value,sales_cycle_days,sales_agent,manager,regional_office,sector,office_location,account_revenue_millions,account_employees
1VUBYV53,Rantouch,GTX Plus Basic,Won,Closed,2017-03-01,2017-03-21,1025.0,1025.0,20.0,Maureen Marcano,Summer Sewald,West,telecommunications,United States,1188.42,3015.0
W03CXYET,Streethex,GTX Basic,Won,Closed,2017-03-01,2017-06-17,465.0,465.0,108.0,Moses Frase,Dustin Brinkmann,Central,retail,Belgium,1376.8,1165.0
LZVFFQLN,Konmatfix,MG Special,Won,Closed,2017-03-01,2017-06-14,50.0,50.0,105.0,Moses Frase,Dustin Brinkmann,Central,marketing,United States,375.43,1190.0
MFV0C5RN,Vehement Capital Partners,GTX Plus Pro,Won,Closed,2017-03-01,2017-03-09,5548.0,5548.0,8.0,Reed Clapper,Rocco Neubert,East,finance,United States,646.1,883.0
A1WZEK7U,Kan-code,MG Advanced,Won,Closed,2017-03-01,2017-06-03,3558.0,3558.0,94.0,Reed Clapper,Rocco Neubert,East,software,United States,11698.03,34288.0
516FJUNB,Singletechno,MG Advanced,Won,Closed,2017-03-01,2017-03-07,3959.0,3959.0,6.0,Rosalina Dieter,Celia Rouche,West,retail,United States,2214.94,5374.0
PE8DK02A,Ron-tech,MG Special,Won,Closed,2017-03-01,2017-03-17,49.0,49.0,16.0,Versie Hillebrand,Dustin Brinkmann,Central,medical,United States,3922.42,6837.0
10NTPQUY,Warephase,MG Special,Won,Closed,2017-03-01,2017-06-16,50.0,50.0,107.0,Versie Hillebrand,Dustin Brinkmann,Central,services,United States,2041.73,5276.0
X2EXSMPR,Xx-holding,GTX Basic,Won,Closed,2017-03-01,2017-03-08,523.0,523.0,7.0,Vicki Laflamme,Celia Rouche,West,finance,United States,7537.24,20293.0
JCFQVIEG,Zoomit,GTX Plus Basic,Won,Closed,2017-03-01,2017-06-01,1086.0,1086.0,92.0,Vicki Laflamme,Celia Rouche,West,entertainment,United States,324.19,978.0
XIWKGJOW,Goodsilron,GTX Pro,Won,Closed,2017-03-01,2017-03-09,4445.0,4445.0,8.0,Vicki Laflamme,Celia Rouche,West,marketing,United States,2952.73,5107.0
STT3X4NB,Xx-holding,GTX Basic,Engaging,Commit,2017-03-01,,,550.0,,Violet Mclelland,Cara Losch,East,finance,United States,7537.24,20293.0
DHGLWIDZ,Umbrella Corporation,GTX Pro,Won,Closed,2017-03-01,2017-06-24,4756.0,4756.0,115.0,Violet Mclelland,Cara Losch,East,finance,United States,2022.14,5113.0
74VGCEEW,Gekko & Co,MG Special,Won,Closed,2017-03-01,2017-06-19,67.0,67.0,110.0,Violet Mclelland,Cara Losch,East,retail,United States,2520.83,3502.0
MXTAIS4Q,Iselectrics,MG Advanced,Won,Closed,2017-03-01,2017-06-09,3783.0,3783.0,100.0,Wilburn Farren,Cara Losch,East,technology,United States,527.11,1428.0
XRDF1NAB,,GTX Pro,Engaging,Commit,2017-03-01,,,4821.0,,Zane Levy,Summer Sewald,West,,,,
YP8QKKEZ,Doncon,GTX Basic,Lost,Omitted,2017-03-01,2017-05-31,0.0,0.0,91.0,Zane Levy,Summer Sewald,West,technology,United States,587.72,1501.0
3TSOEM5K,Rantouch,GTX Plus Pro,Lost,Omitted,2017-03-01,2017-06-27,0.0,0.0,118.0,Zane Levy,Summer Sewald,West,telecommunications,United States,1188.42,3015.0
G7RCJBVL,Dontechi,MG Advanced,Lost,Omitted,2017-03-02,2017-05-31,0.0,0.0,90.0,Anna Snelling,Dustin Brinkmann,Central,software,United States,4618.0,10083.0
G20IQSA3,Conecom,GTX Basic,Won,Closed,2017-03-02,2017-03-12,522.0,522.0,10.0,Anna Snelling,Dustin Brinkmann,Central,technology,United States,1520.66,1806.0
Q16BQCEL,Kinnamplus,GTX Plus Basic,Won,Closed,2017-03-02,2017-03-18,1001.0,1001.0,16.0,Boris Faz,Rocco Neubert,East,retail,United States,702.72,1831.0
9924I5ZF,Betatech,GTX Plus Pro,Won,Closed,2017-03-02,2017-05-25,5728.0,5728.0,84.0,Cecily Lampkin,Dustin Brinkmann,Central,medical,Kenya,647.18,1185.0
SLLJT3T1,Codehow,GTX Plus Pro,Won,Closed,2017-03-02,2017-06-19,4856.0,4856.0,109.0,Darcel Schlecht,Melvin Marxen,Central,software,United States,2714.9,2641.0
AAEUN73V,Cancity,GTX Pro,Won,Closed,2017-03-02,2017-05-26,5570.0,5570.0,85.0,Darcel Schlecht,Melvin Marxen,Central,retail,United States,718.62,2448.0
32LY2D1K,Conecom,MG Advanced,Won,Closed,2017-03-02,2017-05-26,3647.0,3647.0,85.0,Darcel Schlecht,Melvin Marxen,Central,technology,United States,1520.66,1806.0
S2UWELRW,Mathtouch,GTX Basic,Won,Closed,2017-03-02,2017-06-11,487.0,487.0,101.0,Donn Cantrell,Rocco Neubert,East,marketing,Jordan,3027.46,9516.0
5VQRLIEZ,Donquadtech,GTX Plus Basic,Won,Closed,2017-03-02,2017-06-12,1166.0,1166.0,102.0,Donn Cantrell,Rocco Neubert,East,technology,United States,1712.68,3194.0
WUNMIJW9,,MG Advanced,Engaging,Commit,2017-03-02,,,3393.0,,Elease Gluck,Celia Rouche,West,,,,
6U0CT07B,Scottech,GTX Basic,Won,Closed,2017-03-02,2017-06-06,595.0,595.0,96.0,Jonathan Berthelot,Melvin Marxen,Central,marketing,United States,45.39,100.0
DFN1V29L,Condax,MG Special,Won,Closed,2017-03-02,2017-06-04,49.0,49.0,94.0,Kami Bicknell,Summer Sewald,West,medical,United States,4.54,9.0
VBZ862OS,Xx-holding,GTX Basic,Won,Closed,2017-03-02,2017-03-19,599.0,599.0,17.0,Kary Hendrixson,Summer Sewald,West,finance,United States,7537.24,20293.0
VFKKSJT2,Kan-code,GTX Pro,Won,Closed,2017-03-02,2017-05-15,4506.0,4506.0,74.0,Kary Hendrixson,Summer Sewald,West,software,United States,11698.03,34288.0
FJMFXCTD,Sunnamplex,GTX Pro,Won,Closed,2017-03-02,2017-05-06,4512.0,4512.0,65.0,Kary Hendrixson,Summer Sewald,West,marketing,Poland,894.37,1593.0
LGLIB8TR,Gogozoom,GTX Basic,Lost,Omitted,2017-03-02,2017-05-01,0.0,0.0,60.0,Lajuana Vencill,Dustin Brinkmann,Central,telecommunications,United States,86.68,187.0
JREGYB42,Nam-zim,GTX Plus Basic,Won,Closed,2017-03-02,2017-05-06,1102.0,1102.0,65.0,Maureen Marcano,Summer Sewald,West,services,Brazil,405.59,1179.0
4V9NMGEA,,GTX Basic,Engaging,Commit,2017-03-02,,,550.0,,Rosalina Dieter,Celia Rouche,West,,,,
9PWM6RYC,Rantouch,GTX Basic,Lost,Omitted,2017-03-02,2017-06-10,0.0,0.0,100.0,Rosalina Dieter,Celia Rouche,West,telecommunications,United States,1188.42,3015.0
EMUA57Q2,Condax,MG Special,Won,Closed,2017-03-02,2017-05-12,54.0,54.0,71.0,Versie Hillebrand,Dustin Brinkmann,Central,medical,United States,4.54,9.0
DB3N4CHN,Hottechi,MG Special,Won,Closed,2017-03-02,2017-03-17,62.0,62.0,15.0,Versie Hillebrand,Dustin Brinkmann,Central,technology,Korea,8170.38,16499.0
4CXUC4VR,Rantouch,GTX Basic,Engaging,Commit,2017-03-02,,,550.0,,Vicki Laflamme,Celia Rouche,West,telecommunications,United States,1188.42,3015.0
79EHWR35,,GTX Basic,Engaging,Commit,2017-03-02,,,550.0,,Vicki Laflamme,Celia Rouche,West,,,,
L0GMLGRR,,MG Special,Engaging,Commit,2017-03-02,,,55.0,,Vicki Laflamme,Celia Rouche,West,,,,
OF7GY5F4,The New York Inquirer,MG Special,Won,Closed,2017-03-02,2017-03-09,61.0,61.0,7.0,Violet Mclelland,Cara Losch,East,medical,United States,439.21,792.0
D3ZC338T,,GTX Basic,Engaging,Commit,2017-03-02,,,550.0,,Zane Levy,Summer Sewald,West,,,,
CVFJUYPM,Singletechno,GTX Pro,Lost,Omitted,2017-03-02,2017-05-23,0.0,0.0,82.0,Zane Levy,Summer Sewald,West,retail,United States,2214.94,5374.0
L5807I4N,Labdrill,GTX Pro,Won,Closed,2017-03-02,2017-03-16,4277.0,4277.0,14.0,Zane Levy,Summer Sewald,West,medical,United States,2741.37,9226.0
Q1ZKBGV5,Globex Corporation,MG Special,Won,Closed,2017-03-03,2017-05-23,46.0,46.0,81.0,Anna Snelling,Dustin Brinkmann,Central,technology,Norway,1223.72,2497.0
9JKODCAU,Rundofase,MG Special,Won,Closed,2017-03-03,2017-06-22,54.0,54.0,111.0,Anna Snelling,Dustin Brinkmann,Central,technology,United States,1008.06,1238.0
LELWKXDX,Donquadtech,GTX Plus Pro,Won,Closed,2017-03-03,2017-06-08,6173.0,6173.0,97.0,Boris Faz,Rocco Neubert,East,technology,United States,1712.68,3194.0
QRQ8C6MQ,Globex Corporation,GTX Pro,Engaging,Commit,2017-03-03,,,4821.0,,Cassey Cress,Rocco Neubert,East,technology,Norway,1223.72,2497.0
DA95Q0VE,Ganjaflex,MG Advanced,Lost,Omitted,2017-03-03,2017-03-21,0.0,0.0,18.0,Cassey Cress,Rocco Neubert,East,retail,Japan,5158.71,17479.0
5HMZH1Z9,Sumace,GTX Pro,Lost,Omitted,2017-03-03,2017-06-11,0.0,0.0,100.0,Daniell Hammack,Rocco Neubert,East,retail,Romania,167.89,493.0
05QMFSF0,Toughzap,GTX Pro,Lost,Omitted,2017-03-03,2017-05-16,0.0,0.0,74.0,Darcel Schlecht,Melvin Marxen,Central,retail,United States,332.43,799.0
JE245P8R,Konmatfix,GTX Plus Basic,Won,Closed,2017-03-03,2017-05-28,1149.0,1149.0,86.0,Darcel Schlecht,Melvin Marxen,Central,marketing,United States,375.43,1190.0
SFQMEZIW,Silis,GTX Basic,Lost,Omitted,2017-03-03,2017-05-04,0.0,0.0,62.0,Garret Kinder,Cara Losch,East,medical,United States,2818.38,6290.0
B8RR21XP,Dontechi,GTX Plus Basic,Lost,Omitted,2017-03-03,2017-03-16,0.0,0.0,13.0,Jonathan Berthelot,Melvin Marxen,Central,software,United States,4618.0,10083.0
ZG8WPG99,,GTX Pro,Engaging,Commit,2017-03-03,,,4821.0,,Kary Hendrixson,Summer Sewald,West,,,,
U85VV1BU,Goodsilron,GTX Basic,Won,Closed,2017-03-03,2017-05-22,568.0,568.0,80.0,Kary Hendrixson,Summer Sewald,West,marketing,United States,2952.73,5107.0
V6HB68BL,J-Texon,GTX Basic,Won,Closed,2017-03-03,2017-05-30,567.0,567.0,88.0,Kary Hendrixson,Summer Sewald,West,retail,United States,1388.67,3583.0
H9JPB7GW,Genco Pura Olive Oil Company,GTX Basic,Won,Closed,2017-03-03,2017-03-09,542.0,542.0,6.0,Lajuana Vencill,Dustin Brinkmann,Central,retail,Italy,894.33,1635.0
8LFNU39A,Conecom,GTX Basic,Lost,Omitted,2017-03-03,2017-05-28,0.0,0.0,86.0,Marty Freudenburg,Melvin Marxen,Central,technology,United States,1520.66,1806.0
SWPTTVQZ,Funholding,GTX Plus Basic,Won,Closed,2017-03-03,2017-03-16,1062.0,1062.0,13.0,Marty Freudenburg,Melvin Marxen,Central,finance,United States,2819.5,7227.0
GKJLM1UR,Fasehatice,GTX Plus Basic,Won,Closed,2017-03-03,2017-03-13,1057.0,1057.0,10.0,Maureen Marcano,Summer Sewald,West,retail,United States,4968.91,7523.0
8L1ZHTPL,Globex Corporation,GTX Plus Basic,Won,Closed,2017-03-03,2017-06-01,1020.0,1020.0,90.0,Moses Frase,Dustin Brinkmann,Central,technology,Norway,1223.72,2497.0
U7M26UZV,,MG Special,Engaging,Commit,2017-03-03,,,55.0,,Vicki Laflamme,Celia Rouche,West,,,,
TV300INP,,GTX Plus Pro,Engaging,Commit,2017-03-03,,,5482.0,,Wilburn Farren,Cara Losch,East,,,,
KBQ16F1I,,GTX Basic,Engaging,Commit,2017-03-03,,,550.0,,Zane Levy,Summer Sewald,West,,,,
4XX690SP,Green-Plus,GTX Basic,Won,Closed,2017-03-03,2017-05-11,535.0,535.0,69.0,Zane Levy,Summer Sewald,West,services,United States,692.19,1922.0
JSDGELLK,Codehow,GTX Basic,Won,Closed,2017-03-04,2017-06-13,522.0,522.0,101.0,Anna Snelling,Dustin Brinkmann,Central,software,United States,2714.9,2641.0
LV1754PS,Rangreen,GTX Basic,Won,Closed,2017-03-04,2017-05-14,544.0,544.0,71.0,Anna Snelling,Dustin Brinkmann,Central,technology,Panama,2938.67,8775.0
JIYYV11P,Genco Pura Olive Oil Company,MG Advanced,Won,Closed,2017-03-04,2017-06-07,3081.0,3081.0,95.0,Anna Snelling,Dustin Brinkmann,Central,retail,Italy,894.33,1635.0
FYN7C0CV,,MG Advanced,Engaging,Commit,2017-03-04,,,3393.0,,Cassey Cress,Rocco Neubert,East,,,,
6TB7XA83,dambase,MG Special,Won,Closed,2017-03-04,2017-05-18,51.0,51.0,75.0,Cecily Lampkin,Dustin Brinkmann,Central,marketing,United States,2173.98,2928.0
U5UM9W8V,Zencorporation,GTX Plus Basic,Lost,Omitted,2017-03-04,2017-05-09,0.0,0.0,66.0,Corliss Cosme,Cara Losch,East,technology,China,40.79,142.0
5JDWBOLS,,GTX Basic,Engaging,Commit,2017-03-04,,,550.0,,Daniell Hammack,Rocco Neubert,East,,,,
POB32WHJ,Acme Corporation,GTX Plus Basic,Lost,Omitted,2017-03-04,2017-05-06,0.0,0.0,63.0,Daniell Hammack,Rocco Neubert,East,technology,United States,1100.04,2822.0
4T8KR12S,Streethex,GTX Plus Basic,Won,Closed,2017-03-04,2017-03-20,1076.0,1076.0,16.0,Darcel Schlecht,Melvin Marxen,Central,retail,Belgium,1376.8,1165.0
JA0D4V57,Y-corporation,MG Advanced,Won,Closed,2017-03-04,2017-05-09,3685.0,3685.0,66.0,James Ascencio,Summer Sewald,West,employment,United States,2871.35,9561.0
6CKB8I8U,Hottechi,GTX Plus Basic,Lost,Omitted,2017-03-04,2017-05-13,0.0,0.0,70.0,Jonathan Berthelot,Melvin Marxen,Central,technology,Korea,8170.38,16499.0
HKBAON9X,Golddex,GTX Pro,Won,Closed,2017-03-04,2017-05-18,3997.0,3997.0,75.0,Kami Bicknell,Summer Sewald,West,finance,United States,52.5,165.0
7S1N6QHI,Y-corporation,MG Special,Won,Closed,2017-03-04,2017-03-18,51.0,51.0,14.0,Kami Bicknell,Summer Sewald,West,employment,United States,2871.35,9561.0
CHI2T3IH,Sunnamplex,MG Advanced,Won,Closed,2017-03-04,2017-03-21,3164.0,3164.0,17.0,Kami Bicknell,Summer Sewald,West,marketing,Poland,894.37,1593.0
X7HK448T,Funholding,GTX Basic,Won,Closed,2017-03-04,2017-06-22,496.0,496.0,110.0,Lajuana Vencill,Dustin Brinkmann,Central,finance,United States,2819.5,7227.0
1YYN3PBU,Faxquote,MG Advanced,Lost,Omitted,2017-03-04,2017-05-13,0.0,0.0,70.0,Markita Hansen,Celia Rouche,West,telecommunications,United States,1825.82,5595.0
R4L36Y0P,Stanredtax,GTX Basic,Won,Closed,2017-03-04,2017-03-26,579.0,579.0,22.0,Marty Freudenburg,Melvin Marxen,Central,finance,United States,1698.2,3798.0
CPTEPYPZ,Xx-holding,GTX Basic,Lost,Omitted,2017-03-04,2017-05-20,0.0,0.0,77.0,Maureen Marcano,Summer Sewald,West,finance,United States,7537.24,20293.0
AJJ7VJWA,Bioholding,GTX Pro,Lost,Omitted,2017-03-04,2017-05-02,0.0,0.0,59.0,Niesha Huffines,Melvin Marxen,Central,medical,Philippines,587.34,1356.0
8BR6E4S6,Treequote,GTX Pro,Lost,Omitted,2017-03-04,2017-05-27,0.0,0.0,84.0,Niesha Huffines,Melvin Marxen,Central,telecommunications,United States,5266.09,8595.0
YNKWBEEN,Kan-code,GTX Basic,Won,Closed,2017-03-04,2017-06-27,521.0,521.0,115.0,Reed Clapper,Rocco Neubert,East,software,United States,11698.03,34288.0
SARVIBLS,Gekko & Co,MG Advanced,Won,Closed,2017-03-04,2017-03-07,3889.0,3889.0,3.0,Reed Clapper,Rocco Neubert,East,retail,United States,2520.83,3502.0
M4ZNQTEQ,Plussunin,MG Advanced,Won,Closed,2017-03-04,2017-03-12,3340.0,3340.0,8.0,Rosie Papadopoulos,Cara Losch,East,retail,United States,1419.98,4018.0
K0GWTWYL,Finhigh,MG Special,Lost,Omitted,2017-03-04,2017-03-20,0.0,0.0,16.0,Versie Hillebrand,Dustin Brinkmann,Central,finance,United States,1102.43,1759.0
TCSQO748,Cheers,GTX Pro,Lost,Omitted,2017-03-04,2017-05-11,0.0,0.0,68.0,Vicki Laflamme,Celia Rouche,West,entertainment,United States,4269.9,6472.0
7TI1WTV9,Acme Corporation,GTX Pro,Engaging,Commit,2017-03-04,,,4821.0,,Zane Levy,Summer Sewald,West,technology,United States,1100.04,2822.0
01EH41WA,,GTX Pro,Engaging,Commit,2017-03-04,,,4821.0,,Zane Levy,Summer Sewald,West,,,,
ITCY8YV0,Blackzim,GTX Pro,Won,Closed,2017-03-04,2017-06-11,5876.0,5876.0,99.0,Zane Levy,Summer Sewald,West,retail,United States,497.11,1588.0
SAUAOZVO,Toughzap,GTX Plus Pro,Won,Closed,2017-03-05,2017-05-29,5092.0,5092.0,85.0,Anna Snelling,Dustin Brinkmann,Central,retail,United States,332.43,799.0
1XHLB0Q5,Massive Dynamic,GTX Plus Basic,Lost,Omitted,2017-03-05,2017-05-09,0.0,0.0,65.0,Boris Faz,Rocco Neubert,East,entertainment,United States,665.06,1095.0
71GQNH5T,,MG Advanced,Engaging,Commit,2017-03-05,,,3393.0,,Cassey Cress,Rocco Neubert,East,,,,
LSA39JBG,,GTX Basic,Engaging,Commit,2017-03-05,,,550.0,,Daniell Hammack,Rocco Neubert,East,,,,
OJVA8ZEK,Acme Corporation,GTX Plus Basic,Won,Closed,2017-03-05,2017-06-08,966.0,966.0,95.0,Daniell Hammack,Rocco Neubert,East,technology,United States,1100.04,2822.0
UAX3F7D4,Opentech,GTX Plus Pro,Won,Closed,2017-03-05,2017-03-21,6024.0,6024.0,16.0,Daniell Hammack,Rocco Neubert,East,finance,United States,355.23,853.0
7PDUWDGT,Condax,MG Advanced,Won,Closed,2017-03-05,2017-03-14,3759.0,3759.0,9.0,Daniell Hammack,Rocco Neubert,East,medical,United States,4.54,9.0
QWJ2TRQM,Streethex,GTX Pro,Lost,Omitted,2017-03-05,2017-05-24,0.0,0.0,80.0,Darcel Schlecht,Melvin Marxen,Central,retail,Belgium,1376.8,1165.0
3AU5SZ3V,Donquadtech,GTX Pro,Won,Closed,2017-03-05,2017-03-23,4443.0,4443.0,18.0,Donn Cantrell,Rocco Neubert,East,technology,United States,1712.68,3194.0
BVOO33UA,Cheers,MG Advanced,Won,Closed,2017-03-05,2017-06-28,3397.0,3397.0,115.0,Hayden Neloms,Celia Rouche,West,entertainment,United States,4269.9,6472.0
SC7XGQVA,Singletechno,GTX Plus Pro,Lost,Omitted,2017-03-05,2017-03-15,0.0,0.0,10.0,James Ascencio,Summer Sewald,West,retail,United States,2214.94,5374.0
UY45Y7AM,Sunnamplex,MG Special,Lost,Omitted,2017-03-05,2017-05-14,0.0,0.0,70.0,James Ascencio,Summer Sewald,West,marketing,Poland,894.37,1593.0
M92Y63Q3,Domzoom,MG Special,Won,Closed,2017-03-05,2017-05-05,59.0,59.0,61.0,Jonathan Berthelot,Melvin Marxen,Central,entertainment,United States,217.87,551.0
AKTPC3M1,,GTX Basic,Engaging,Commit,2017-03-05,,,550.0,,Kami Bicknell,Summer Sewald,West,,,,
JXAYTFNI,Cancity,GTX Basic,Lost,Omitted,2017-03-05,2017-05-12,0.0,0.0,68.0,Lajuana Vencill,Dustin Brinkmann,Central,retail,United States,718.62,2448.0
BMM5D5R4,dambase,GTX Basic,Lost,Omitted,2017-03-05,2017-05-21,0.0,0.0,77.0,Lajuana Vencill,Dustin Brinkmann,Central,marketing,United States,2173.98,2928.0
PSGTTYUT,Rangreen,GTX Basic,Won,Closed,2017-03-05,2017-06-06,494.0,494.0,93.0,Lajuana Vencill,Dustin Brinkmann,Central,technology,Panama,2938.67,8775.0
JRC2PMKX,Codehow,GTX Plus Basic,Won,Closed,2017-03-05,2017-05-16,1060.0,1060.0,72.0,Lajuana Vencill,Dustin Brinkmann,Central,software,United States,2714.9,2641.0
JA5G7YBO,Blackzim,MG Special,Engaging,Commit,2017-03-05,,,55.0,,Markita Hansen,Celia Rouche,West,retail,United States,497.11,1588.0
6M5LV1ZE,Scottech,MG Special,Lost,Omitted,2017-03-05,2017-05-26,0.0,0.0,82.0,Marty Freudenburg,Melvin Marxen,Central,marketing,United States,45.39,100.0
CZ8PPZTC,Bioplex,MG Special,Engaging,Commit,2017-03-05,,,55.0,,Rosie Papadopoulos,Cara Losch,East,medical,United States,326.82,1016.0
IBZQBCSU,Vehement Capital Partners,MG Special,Lost,Omitted,2017-03-05,2017-05-19,0.0,0.0,75.0,Rosie Papadopoulos,Cara Losch,East,finance,United States,646.1,883.0
YABTM1G5,Domzoom,GTX Basic,Lost,Omitted,2017-03-05,2017-05-30,0.0,0.0,86.0,Versie Hillebrand,Dustin Brinkmann,Central,entertainment,United States,217.87,551.0
FPTH6URQ,Faxquote,GTX Basic,Won,Closed,2017-03-05,2017-05-11,624.0,624.0,67.0,Vicki Laflamme,Celia Rouche,West,telecommunications,United States,1825.82,5595.0
S3XE14XP,Goodsilron,GTX Basic,Won,Closed,2017-03-05,2017-05-08,565.0,565.0,64.0,Vicki Laflamme,Celia Rouche,West,marketing,United States,2952.73,5107.0
U6Q0T9KV,Konex,GTX Basic,Won,Closed,2017-03-05,2017-06-14,642.0,642.0,101.0,Vicki Laflamme,Celia Rouche,West,technology,United States,7708.38,13756.0
YQ0Y0YQS,Newex,MG Advanced,Engaging,Commit,2017-03-05,,,3393.0,,Violet Mclelland,Cara Losch,East,services,Germany,1012.72,3492.0
HRWHRCH8,Betasoloin,MG Special,Won,Closed,2017-03-05,2017-03-14,48.0,48.0,9.0,Violet Mclelland,Cara Losch,East,medical,United States,251.41,495.0
8B29CRQL,Donware,MG Special,Won,Closed,2017-03-05,2017-05-19,60.0,60.0,75.0,Violet Mclelland,Cara Losch,East,marketing,United States,1197.44,2570.0
3KM8WN7L,Kan-code,GTX Basic,Won,Closed,2017-03-06,2017-05-18,522.0,522.0,73.0,Boris Faz,Rocco Neubert,East,software,United States,11698.03,34288.0
5Z8S8UHK,,GTX Basic,Engaging,Commit,2017-03-06,,,550.0,,Cassey Cress,Rocco Neubert,East,,,,
S0XILDHQ,Umbrella Corporation,GTX Plus Pro,Won,Closed,2017-03-06,2017-03-18,4701.0,4701.0,12.0,Cassey Cress,Rocco Neubert,East,finance,United States,2022.14,5113.0
ZVR3CS7N,Scottech,GTX Plus Pro,Lost,Omitted,2017-03-06,2017-05-20,0.0,0.0,75.0,Darcel Schlecht,Melvin Marxen,Central,marketing,United States,45.39,100.0
AZH0INTS,Singletechno,GTX Pro,Won,Closed,2017-03-06,2017-03-13,4987.0,4987.0,7.0,Elease Gluck,Celia Rouche,West,retail,United States,2214.94,5374.0
9AMJKJX6,Inity,GTX Basic,Won,Closed,2017-03-06,2017-05-31,579.0,579.0,86.0,Jonathan Berthelot,Melvin Marxen,Central,marketing,United States,2403.58,8801.0
NMKAJZJ4,,MG Special,Engaging,Commit,2017-03-06,,,55.0,,Kary Hendrixson,Summer Sewald,West,,,,
3NQBMKOK,Kan-code,GTX Basic,Won,Closed,2017-03-06,2017-06-29,494.0,494.0,115.0,Kary Hendrixson,Summer Sewald,West,software,United States,11698.03,34288.0
VBG91TQH,Isdom,GTX Basic,Won,Closed,2017-03-06,2017-06-11,545.0,545.0,97.0,Marty Freudenburg,Melvin Marxen,Central,medical,United States,3178.24,4540.0
QZE24X2H,Y-corporation,GTX Basic,Won,Closed,2017-03-06,2017-06-01,584.0,584.0,87.0,Maureen Marcano,Summer Sewald,West,employment,United States,2871.35,9561.0
WSPBQ5YR,dambase,MG Advanced,Won,Closed,2017-03-06,2017-06-09,3714.0,3714.0,95.0,Moses Frase,Dustin Brinkmann,Central,marketing,United States,2173.98,2928.0
YJJ1BLPQ,Finhigh,MG Advanced,Won,Closed,2017-03-06,2017-05-15,3423.0,3423.0,70.0,Niesha Huffines,Melvin Marxen,Central,finance,United States,1102.43,1759.0
XUGTSB00,Ron-tech,MG Advanced,Won,Closed,2017-03-06,2017-03-19,3167.0,3167.0,13.0,Niesha Huffines,Melvin Marxen,Central,medical,United States,3922.42,6837.0
3DKK3JF3,Acme Corporation,GTX Basic,Lost,Omitted,2017-03-06,2017-05-29,0.0,0.0,84.0,Reed Clapper,Rocco Neubert,East,technology,United States,1100.04,2822.0
I0TSIELX,Xx-holding,GTX Plus Basic,Won,Closed,2017-03-06,2017-05-29,987.0,987.0,84.0,Rosalina Dieter,Celia Rouche,West,finance,United States,7537.24,20293.0
SX0SSL0H,,GTX Plus Basic,Engaging,Commit,2017-03-06,,,1096.0,,Rosie Papadopoulos,Cara Losch,East,,,,
420PORSF,Konex,MG Advanced,Lost,Omitted,2017-03-06,2017-06-06,0.0,0.0,92.0,Rosie Papadopoulos,Cara Losch,East,technology,United States,7708.38,13756.0
DVCPCBMJ,Domzoom,MG Advanced,Lost,Omitted,2017-03-06,2017-05-21,0.0,0.0,76.0,Versie Hillebrand,Dustin Brinkmann,Central,entertainment,United States,217.87,551.0
UMZ986GC,Dontechi,MG Advanced,Won,Closed,2017-03-06,2017-05-24,3428.0,3428.0,79.0,Versie Hillebrand,Dustin Brinkmann,Central,software,United States,4618.0,10083.0
I7BWM5O0,Warephase,MG Special,Engaging,Commit,2017-03-06,,,55.0,,Violet Mclelland,Cara Losch,East,services,United States,2041.73,5276.0
UPQRP36U,Gekko & Co,MG Special,Lost,Omitted,2017-03-06,2017-05-22,0.0,0.0,77.0,Violet Mclelland,Cara Losch,East,retail,United States,2520.83,3502.0
RZI9HX5X,Hottechi,GTX Plus Basic,Won,Closed,2017-03-06,2017-05-31,1149.0,1149.0,86.0,Zane Levy,Summer Sewald,West,technology,Korea,8170.38,16499.0
WFJPWN9O,Globex Corporation,GTX Plus Pro,Won,Closed,2017-03-07,2017-06-11,6023.0,6023.0,96.0,Anna Snelling,Dustin Brinkmann,Central,technology,Norway,1223.72,2497.0
6F79VYH8,,GTX Basic,Engaging,Commit,2017-03-07,,,550.0,,Boris Faz,Rocco Neubert,East,,,,
ZQ4QTT1Z,,GTX Plus Basic,Engaging,Commit,2017-03-07,,,1096.0,,Boris Faz,Rocco Neubert,East,,,,
2WH4NUR9,Bluth Company,GTX Basic,Lost,Omitted,2017-03-07,2017-06-04,0.0,0.0,89.0,Cassey Cress,Rocco Neubert,East,technology,United States,1242.32,3027.0
S93L97VV,Scottech,MG Special,Won,Closed,2017-03-07,2017-03-17,47.0,47.0,10.0,Cecily Lampkin,Dustin Brinkmann,Central,marketing,United States,45.39,100.0
HRU8FNE1,Donquadtech,GTX Basic,Won,Closed,2017-03-07,2017-03-10,542.0,542.0,3.0,Corliss Cosme,Cara Losch,East,technology,United States,1712.68,3194.0
JDFN8AZI,Xx-zobam,GTX Pro,Won,Closed,2017-03-07,2017-03-16,4980.0,4980.0,9.0,Corliss Cosme,Cara Losch,East,entertainment,United States,3838.39,8274.0
11EK1VP7,Funholding,GTX Pro,Won,Closed,2017-03-07,2017-05-28,4978.0,4978.0,82.0,Darcel Schlecht,Melvin Marxen,Central,finance,United States,2819.5,7227.0
50HQRWGJ,Vehement Capital Partners,GTX Pro,Won,Closed,2017-03-07,2017-06-10,5256.0,5256.0,95.0,Donn Cantrell,Rocco Neubert,East,finance,United States,646.1,883.0
N90VSHI2,Hottechi,GTX Pro,Won,Closed,2017-03-07,2017-06-07,4327.0,4327.0,92.0,Elease Gluck,Celia Rouche,West,technology,Korea,8170.38,16499.0
